Reference_ID,Variant_ID,Retrained_MMSplice_Predicted_Delta_Logit,True_Delta_Logit
53284,17865,-1.0921219483975306,-1.50884802864254
53284,17866,0.6062591492641602,0.560634530686524
53284,17867,0.1626620786160479,-0.4423225324999327
53284,17868,-0.2143454231671895,-1.0960071804179574
53284,17869,0.6935789710916219,0.7470742660848206
53284,17870,-0.2167171768618787,-2.2744389014999715
53284,17871,-1.1184654159360494,-1.6675385869507278
53284,17872,-0.1136161969997705,-0.3405881732994587
53284,17873,-0.1280424568677605,0.0233755939392327
53284,17874,0.5186303508526479,-0.1008606103349738
53284,17875,0.3081688654995738,0.3808392187119772
53284,17876,-0.6393813420481314,-1.0627533836720011
53284,17877,-0.2940087871050633,-1.569763189971811
53284,17878,-0.6090754417786134,-0.5620294886179205
53284,17879,-1.01670234481969,-1.033600913576446
53284,17880,-0.2992173440311444,-0.1628377567785149
53284,17881,-0.617754585435833,-0.6777796874988585
53284,17882,-0.4018339461089481,-2.66754870149321
53284,17883,-3.752622482972287,-7.531971375128625
53284,17884,-0.6518402479436005,-0.6034079689600016
53284,17885,-0.5136811649955906,0.082211539166633
53284,17886,0.919392566588162,0.7336593335864456
53284,17887,-1.226557183787631,-1.3924812101459034
53284,17888,-2.1899095216807973,-4.245502808724703
53284,17889,-0.7427363492169536,-1.3104139278705316
53284,17890,0.0799291673363696,-0.1018969233964507
53284,17891,-0.4981499959083069,-3.965631580420349
53284,17892,-1.0141203327848929,-1.85831068024869
53284,17893,-0.3875627451549638,-0.484903897122945
53284,17894,-0.7141443045718778,-0.5382854121737
53284,17895,-0.2480590448787726,-3.4706476298851685
53284,17896,0.6517238633796965,-0.0789660461933473
53284,17897,-2.195186969151279,-6.867366462175309
53284,17898,-4.686577948191937,-7.569838204016129
53284,17899,-2.082337019774479,-7.929664758920491
53284,17900,-0.8246377222207893,-2.4599546375238903
53284,17901,-0.0903807905807484,-1.7081965930654737
53284,17902,0.0391977888738738,-1.2712345007635348
53284,17903,-0.0916059840040697,-1.2856333527891832
53284,17904,-0.1316518724960316,-1.1798689917351606
53284,17905,0.340540829972993,0.2800309404974931
53284,17906,-0.3306978023735417,-1.9511836177604005
53284,17907,0.3478672303401194,-0.0283457255220177
53284,17908,-0.0109810108488835,-0.3666227092722462
53284,17909,0.305054869613,0.1568391648417037
53284,17910,-0.1385096725173558,-2.051010972139573
53284,17911,0.0638278980569277,-0.5577046045201051
53284,17912,-0.29581843962654,-2.1726027678202726
53284,17913,0.0380855040997706,-2.8732083559922224
53284,17914,-0.3411760012870015,-2.2888269562279056
53284,17915,0.0149960522578249,0.1775716821060134
53284,17916,-0.0157282644308461,0.1742826846799157
53284,17917,0.2104975924331484,0.513819191707542
53284,17918,-0.1384244389111508,-0.8653111866734262
53284,17919,0.024310498816434,0.2226603568798935
53284,17920,-0.0090032960036076,-0.8305288204118911
53284,17921,-0.6008780026971424,-1.1327603141475389
53284,17922,0.1065911848895655,0.3709173006542618
53284,17923,0.0812609378507243,0.2367077284039624
53284,17924,0.2196072569508753,0.3466840105579447
53284,17925,0.1776937233437358,0.2982225346287425
53284,17926,0.1126962725444041,0.313452226755144
53284,17927,-0.0639822927956761,-0.600781065267938
53284,17928,0.0803045503733073,-0.6668001135015589
53284,17929,-0.4778058410102452,-0.7077812270953705
53284,17930,-0.1360818061587895,-0.4624750326012735
53284,17931,0.0352392182198344,-0.4095459691354165
53284,17932,0.2140947457963191,-4.714875385097215
53284,17933,0.3258710563128291,-0.9340154568926178
53284,17934,0.0093628857386408,0.3029678127944499
53284,17935,0.1637168878327189,-0.0753379449598323
53284,17936,0.0375143282452021,-0.2886874000312028
53284,17937,-0.0317020015729512,0.1310845594862222
53284,17938,-0.645243755121764,-6.593100445355445
53284,17939,-0.3108188163653172,0.0070133771825171
53284,17940,-0.4204875322556675,-0.8569067194938529
53284,17941,-0.0001353111917866,0.39041304482461
53284,17942,-0.3057439115179433,-1.386096539803278
53284,17943,-0.1844015123673619,-0.3630934466934354
53284,17944,-0.6032748750170888,-1.3757638792092464
53284,17945,-0.1580477241007603,0.0145704705492855
53284,17946,-0.1337413872663296,-0.3275309388554179
53284,17947,0.0008391561414919,0.1237311138746623
53284,17948,0.0397396264227877,-0.2761618838518709
53284,17949,-0.0265931508737553,-1.1398630390376383
53284,17950,0.1000352077681361,-2.828995284889371
53284,17951,0.3223539708827602,0.3709173006542618
53284,17952,0.2206769202599154,-0.7598923157520728
53284,17953,-0.2279968415462865,-0.1898470308371009
53284,17954,-0.0943734235691823,-1.5947321092033049
53284,17955,-0.1752353944221486,-2.118866157073909
53284,17956,-0.3546834984989155,-1.6200894298011532
53284,17957,-0.0766138394399251,-5.304246639717483
53284,17958,-0.0086667892985905,-0.7518134320652725
53284,17959,-0.0939764046935261,-3.849333026715571
53284,17960,0.0891548243059168,-0.2084140153008876
53284,17961,0.0311985549230776,0.477581883582246
53284,17962,-0.2409434942498387,-1.4764191078771125
53284,17963,-0.1151416433044804,-1.4871549714548642
53284,17964,0.1408683777433787,-0.2492990213744002
53284,17965,0.2036807488200007,-0.1059804541223572
53284,17966,-0.0067868532656277,-0.3869703605420391
53284,17967,-0.0993623568570508,-0.1236750815657085
53284,17968,-0.0810681255615986,-0.140206409095554
53284,17969,-0.080656347619933,0.2524932473241734
53284,17970,0.1119597951505289,-0.3254969114522995
53284,17971,0.1728634500154696,-1.5518986240191073
53284,17972,0.0250938362448893,-0.6147320031663431
53284,17973,0.0225951263694773,0.0590903408509696
53284,17974,0.2001297175381098,-2.0035923859896707
53284,17975,0.2266491763206683,0.0021767622931425
53284,17976,-0.4512284528935993,-2.12822229825697
53284,17977,-0.1483347827598942,-0.5368533651261321
53284,17978,-0.3057771194164647,-0.8833604410052608
53284,17979,-0.2261290817427815,-1.2721177405031838
53284,17980,-0.2357187848824681,-2.7376962785407275
53284,17981,0.1839559950515757,-0.1596503951258848
53284,17982,0.1020018533139048,-0.0900267657739785
53284,17983,0.0369475801104365,-4.003466832338125
53284,17984,0.4353383109521495,0.4684205232448035
53284,17985,-0.4838179465492238,-1.5247280515434845
53284,17986,-0.1908689350927342,-1.6026961957542123
53284,17987,-0.0216075383757389,-6.26938373277188
53284,17988,0.0389754757801447,-0.9555151848071204
53284,17989,0.2291600624255381,0.3588074751423438
53284,17990,-0.3439794858755101,-1.6800658280794518
53284,17991,-0.0418938746058262,-0.8808195386060943
53284,17992,-0.0076521035104359,-0.1592964039595356
53284,17993,-0.3785496461896122,-0.758438959370199
53284,17994,-0.2016622400654973,0.1767106353816911
53284,17995,-0.0400438256815327,-0.1380988395053468
53284,17996,0.0590832273115168,-0.8919980393051219
53284,17997,-0.2890783431566418,-4.173260646618399
53284,17998,-0.1107246238244809,-2.324058043133033
53284,17999,-0.6135877723912418,-1.7226420277341463
53284,18000,-0.5434696636399068,-0.4760071918110404
53284,18001,0.090460263694459,-0.2187103618219383
53284,18002,-0.1126075116706456,-1.3960821972627933
53284,18003,0.2013680031763087,0.2787782546206581
53284,18004,0.0138953949101649,0.205657555990598
53284,18005,0.1590397398143015,-0.432573881597691
53284,18006,-0.5517908250560749,-1.9543569485399936
53284,18007,0.3298703942247592,0.5663811564382089
53284,18008,-0.5819930397846592,-1.1543321820590915
53284,18009,-0.3560413325717915,-4.993712868774847
53284,18010,-0.0293147226459111,-0.1378018291551161
53284,18011,0.1940655862914477,-0.1347315157270215
53284,18012,-0.5427881637669171,0.0080406247583382
53284,18013,0.1404278196229945,0.5727420157131008
53284,18014,0.2450507798213397,1.053229661835846
53284,18015,-0.0366621546821011,0.288755042466734
53284,18016,0.3504663018643962,-0.369384205077177
53284,18017,0.1552540393828593,-2.9569997408242923
53284,18018,-0.3265755952370823,-1.694178845691472
53284,18019,-0.1965209194210805,-0.4410419521243504
53284,18020,0.1048348560344325,-3.257943206389827
53284,18021,0.4630750237038432,-0.5713861587440949
53284,18022,-0.3362516389129246,-0.4310845935533347
53284,18023,0.3124225953649531,-0.4148158138933773
53284,18024,0.1715617003934298,-1.8536991799955025
53284,18025,-0.2958413161788548,-6.2519912463318486
53284,18026,-0.0234280691680134,-0.0221803299979043
53284,18027,-0.1059017300292195,-0.1028455956763076
53284,18028,-0.0249268523212803,-1.0725877510661794
53284,18029,-0.2067703528113927,-1.096446061690553
53284,18030,-0.261026893322295,-0.3964187578733678
53284,18031,0.1292780832061015,0.0753687535962233
53284,18032,-0.0432863924838246,-0.1525295411109634
53284,18033,-0.1271802444717969,-0.1356932938504029
53284,18034,0.0447211801776515,-0.0792282235337258
53284,18035,0.1978892913178645,0.2296630636789726
53284,18036,-0.0905065482746876,-0.0736182309263736
53284,18037,-0.0136501879367054,-0.3955611529912342
53284,18038,-0.2608069832387532,-0.949418022232237
53284,18039,-0.007850612948264,-0.294049516267191
53284,18040,0.1693341883559428,-1.5356129650638044
53284,18041,-0.1025000581441168,0.1790080924300336
53284,18042,-0.0276640061949352,-0.4233482410734449
53284,18043,-0.2043283222828703,0.2401195059487906
53284,18044,-0.9840993609765888,-1.3730430834890817
53284,18045,-0.8224862856434038,-2.6577309319215887
53284,18046,0.9784273868824732,-0.1999456883283441
53284,18047,-3.613071538842715,-6.593100445355445
53284,18048,-3.454222808925332,-6.593100445355445
53284,18049,-2.0592860426239383,-6.593100445355445
53284,18050,-1.3508229386049928,-6.593100445355445
53284,18051,0.7349542515126358,0.2701476181512016
53284,18052,-0.4721446546499194,-1.95175890909809
53284,18053,0.056046502395149,0.1028972452037924
53284,18054,2.2370921352231896,0.7807410263510992
53284,18055,-0.5815782541359867,-1.2494301289176168
53284,18056,-0.2314785424452023,-0.0617743265480474
53284,18057,0.4593549210776063,0.2733656539276525
53284,18058,0.1582639693002267,-0.8905156012317679
53284,18059,-0.3038151513850571,0.2252847113284756
53284,18060,-0.0545383942875157,0.5660227602635838
53284,18061,0.554386837968203,0.0288789688827328
53284,18062,0.3080266411172678,0.3729412219056111
53284,18063,-0.1763180251104508,0.3709173006542618
53284,18064,-0.1914146695241902,0.3709173006542618
53284,18065,-0.0780638214406047,0.5562788747212719
53284,18066,0.6397741954372128,-0.1194110967096316
53284,18067,0.3921482961730452,-0.9752941893376708
53284,18068,0.1278042081257976,-0.6884297163770882
53284,18069,0.0243237525060354,-0.151620721723731
53284,18070,-0.0198232018338473,-0.7534259499595575
53284,18071,-0.1987089311606596,-0.4721294717308158
53284,18072,0.0828412681657843,-0.1162406267322538
53284,18073,0.0632210137429247,-0.0709380324945785
53284,18074,0.1520563530578278,0.287817547163432
53284,18075,0.1068417719252024,-0.6103927125391306
53284,18076,-0.030669880200221,-0.8956831729289351
53284,18077,-0.1326823684888155,-1.8688483264308335
53284,18078,-0.038789452269891,0.3709173006542618
53284,18079,-0.1042619787875773,-1.1495484012139392
53284,18080,-0.1059008310785962,-0.0668839951538674
53284,18081,0.0006685186312256,-0.8569067194938493
53284,18082,-0.1469288968942578,-0.4641628374159625
53284,38586,0.2400833538463015,-0.1324525389826652
53284,38587,-0.6434810315283646,-2.041691211974177
53284,38588,1.536821407659193,0.6063837132492929
53284,38589,-0.3951439826442904,-3.478890152945423
53284,38590,-0.2444826906886614,-1.2793107492857687
53284,38591,-2.187274887900182,-6.248512747680986
53284,38592,-0.2265393837778462,-2.5491181820285056
53284,38593,-0.0868751724322165,-0.7747979286793397
53284,38594,1.5807224102560244,0.9265421644424984
53284,38595,-0.5587954777841938,-6.751522073514228
53284,38596,0.0955764939266596,-0.4346941770961156
53284,38597,0.1514174893975578,-0.5325109466802015
53284,38598,-0.3395535897360981,0.3709173006542618
53284,38599,0.4091100613102962,-0.2487104546957789
53284,38600,-0.0162787775930012,-1.4327888403058318
53284,38601,-0.1941038880594398,-1.3981219883984886
53284,38602,0.2522985020062878,0.6630410125737235
53284,38603,-0.5620581749070516,-0.6852344054340939
53284,38604,-0.6722880851644409,-1.2600492712136728
53284,38605,-0.677051035186006,-1.8359854338799884
53284,38606,-0.5719169251085724,-4.028618764354787
53284,38607,-0.9288982268832576,-1.2545745307404772
53284,38608,-0.2681248148672855,-1.4200908847664753
53284,38609,1.3384886477934872,0.2576253138928129
53284,38610,0.1798673770684968,-0.3387955517427941
53284,38611,0.1103180879849945,-0.3046906877693202
53284,38612,0.1189480972018013,0.1747734491430022
53284,38613,0.6928762713381325,0.4526064485891362
53284,38614,0.0468447230754099,0.9583226663023352
53284,38615,-0.0378003768251194,-0.5776457939680022
53284,38616,0.284812690862013,0.1135962046853245
53284,38617,-0.1027883099187124,-2.1325446321167827
53284,38618,0.119128983515348,-1.1474890910038271
53284,38619,-0.0084301239409865,-1.0461487191323822
53284,38620,-0.3984261603648178,-1.5160836978356549
53284,38621,-0.5161649483538092,-1.3569050042388409
53284,38622,0.1572523344774495,0.3054483948156523
53284,38623,-0.1565194228154744,0.0407416933847579
53284,38624,-0.0140180438604821,-0.8878630446898157
53284,38625,-0.0173539755517949,-0.0103323730327929
53284,38626,0.7367719465872512,-0.1389629100554998
53284,38627,0.3811968911561214,1.0289046997897708
53284,38628,0.4179181853411113,-0.7469950211656559
53284,38629,0.1259461062424408,0.2832870237620684
53284,38630,-0.3564249218323888,-2.058711897518529
53284,38631,0.0430614084112368,-0.5661696062016702
53284,38632,-0.4091013395866001,-1.638872082767371
53284,38633,0.0655893925851641,-0.276308088575372
53284,38634,-4.585494527998908,-6.207773601057558
53284,38635,-0.211843014305035,-1.2411490353155508
53284,38636,-0.7184819003591574,-1.6293802926628982
53284,38637,-0.110635425484165,0.1136153608820523
53284,38638,0.1114299652612076,-0.2319200062554922
53284,38639,0.0082260686792574,-2.623655920825738
53284,38640,-0.6121111278369893,-4.491724136908957
53284,38641,-0.3454695778597797,-1.8197062991099944
53284,38642,0.2545714843274318,0.5194408803086894
53284,38643,0.90441031773288,-0.2246645274220728
53284,38644,0.259730024626471,-1.8930217727045997
53284,38645,0.0583381489647655,0.175470647705023
53284,38646,-0.0504130422386397,-2.8210139220809194
53284,38647,0.2531361651580058,0.34068206429215
53284,38648,0.1287496810082315,-0.6486739202041293
53284,38649,-0.1109575755215395,-1.2556906284298703
53284,38650,0.2396060164339919,0.3709173006542618
53284,38651,-0.5982286726798237,-2.723931254186615
53284,38652,-0.5236616092306008,-1.0918977919015829
53284,38653,0.541260806912633,0.2550306143668224
53284,38654,-0.23934207245659,0.2708190662520246
53284,38655,-0.0709146261003483,-2.083433686091458
53284,38656,0.0375427642428408,-0.3808570116574594
53284,38657,0.2216331713628183,-0.2375465457450544
53284,38658,-0.6325186330772604,-6.828523602094746
53284,38659,-0.3601842082901181,-1.445535694683203
53284,38660,0.1080774228367243,0.3709173006542618
53284,38661,0.0690681044436083,-0.2503590606726376
53284,38662,-4.759533457663521,-8.15172803270191
53284,38663,-0.0446892417080296,-1.2604405852943437
53284,38664,-0.0150474699879254,-1.1063363930283834
53284,38665,0.1819426230873634,-1.0781146148812828
53284,38666,0.0670238141800628,0.2628187612059989
53284,38667,0.3908906355068411,-5.112747163587939
53284,38668,-0.177054364433204,-0.7091411645993475
53284,38669,-0.4778471156709064,-0.3737865027647826
53284,38670,0.1159247004219757,0.1986500586361644
53284,38671,-0.129437358807875,-0.1653714071526079
53284,38672,-4.641434070052446,-6.962004703833441
53284,38673,-0.0377651508309329,0.1359431820336288
53284,38674,0.0202180609766326,-0.0489135434420225
53284,38675,-0.2305538497324361,0.1459256264747765
53284,38676,0.0234023774845587,0.3709173006542618
53284,38677,-0.1407961426166428,-0.1458839151973042
53284,38678,0.3206283465804206,0.2873315837583604
53284,38679,-0.5931994913694252,-2.242314364842734
53284,38680,0.0806453551352511,0.1321701929645248
53284,38681,-0.3602963713023365,-1.9452519428992223
53284,38682,-0.2481296834898747,-0.5538737877436182
53284,38683,0.1845013425406275,-0.0621007704241551
53284,38684,0.1708182124432002,0.6872553731841164
53284,38685,-0.2610827986073009,0.2372739693596718
53284,38686,-0.925006168433837,-0.4718839501631792
53284,38687,-1.009515514739813,-0.986331314473768
53284,38688,-1.295154270351819,-4.255061827848633
53284,38689,-0.7609285758957829,-1.2422567632089063
53284,38690,-0.4055975601374496,0.3709173006542618
53284,38691,-0.6408325648779357,-7.929664758920491
53284,38692,-0.366651257446524,-2.394892317481397
53284,38693,-0.000527967962345,0.0461413867611701
53284,38694,-0.2100554097090901,-0.8474035790912101
53284,38695,0.0645790044681869,0.4853704467329385
53284,38696,0.0557865032172785,-0.429287550098351
53284,38697,-0.2750033887346471,-0.7485574376238572
53284,38698,0.243772262028266,0.4356896032249643
53284,38699,-0.2171311640688575,-2.778721677311312
53284,38700,0.0517646104728232,0.3700301597825117
53284,38701,0.3851068667109062,0.1899168349202794
53284,38702,-0.3112935533407462,-2.0365505253107488
53284,38703,0.1394560006546746,-0.6476560583157294
53284,38704,0.3550890756411599,0.2277871958101943
53284,38705,0.1334218629590045,-0.2705788285837982
53284,38706,-2.2052071125936688,-2.9899702336755265
53284,38707,0.17527395149994,-0.1261784183192629
53284,38708,-0.0936657263540257,-0.1388301401723964
53284,38709,-0.2204429108900178,-0.262094668713713
53284,38710,-1.0052037628984858,-4.2171840792758495
53284,38711,-1.585228739547505,-4.114434073821244
53284,38712,-0.1334569062689961,-1.3971917263011424
53284,38713,-0.7988940002372159,-1.697613512335958
53284,38714,-0.0276905682095278,-0.6734365490252755
53284,38715,-0.4254790267797507,-6.0651672553816
53284,38716,-0.8420048031769395,-1.205062694554774
53284,38717,-1.0962216378777638,-2.723787614313774
53284,38718,0.074083604050294,-0.141868692824485
53284,38719,0.3323303588871528,0.3287332849138827
53284,38720,0.195380619072896,0.1834528851578155
53284,38721,-0.3449089218895352,-1.3768378406889203
53284,38722,-1.1894369034060372,-1.3992610633536302
53284,38723,0.0327914271221552,0.3709173006542618
53284,38724,-2.263161576690747,-5.651180720591308
53284,38725,-0.1153786512552036,-0.6939333818359725
53284,38726,0.1138843733398448,0.5147850724519767
53284,38727,0.171331089987031,0.2619689080655781
53284,38728,0.0453123909646211,-0.3093581570234882
53284,38729,-0.8485869313076643,-1.9401080448589272
53284,38730,0.0438288247395549,-1.5965304877074178
53284,38731,0.2661492369806914,-0.3622513263722904
53284,38732,-0.6715291212421192,-3.070213165978377
53284,38733,-0.4575049895664252,-7.558607264410183
53284,38734,0.1291360271957598,-1.5566074071754497
53284,38735,0.1451552176897178,0.1032563674779162
53284,38736,0.4454380564029752,0.1764293303093975
53284,38737,-0.7359110097259224,-1.77871637387006
53284,38738,-0.1289841713148106,-0.4955372639232981
53284,38739,-0.1560713588565649,-1.287512508630087
53284,38740,0.2582104490707217,-0.3411843586490388
53284,38741,-0.4239157520936574,-2.1227953212078283
53284,38742,0.1888889378607784,0.5535056450462076
53284,38743,0.0333031963050543,-0.5906919336431081
53284,38744,1.4064580373463829,1.096914237046673
53284,38745,-0.5115103114049424,-1.8398652066145071
53284,38746,-0.3688188869301952,-2.029296286876229
53284,38747,-1.894139707198819,-3.0909288615193247
53284,38748,-0.1169452440146602,-1.025402717808512
53284,38749,0.7571681746769104,0.6815195459461488
53284,38750,0.3426528523189555,0.1956790159678916
53284,38751,0.3165616504860531,0.0043991414449488
53284,38752,-1.1051541976960946,-2.271642316962041
53284,38753,-0.159989313725058,-1.2415457150628877
53284,38754,-0.2802653358657063,-2.120715418265246
53284,38755,0.2769817571956288,0.3033024126942142
53284,38756,-2.225343258672091,-7.262384781069643
53284,38757,0.4644693864650928,0.3493198788527597
53284,38758,0.1020438162232171,-4.648158577035071
53284,38759,-0.8627667424574494,-2.203261500332961
53284,38760,-0.0628111609078206,-0.7052408580894679
53284,38761,-4.637051851775535,-8.819322399614917
53284,38762,0.0388015273823915,-0.0516731115200626
53284,38763,-0.2062712574522461,-1.0856096355021208
53284,38764,-0.3685695597156013,-2.7141220129020422
53284,38765,-0.1108783670316065,0.4375265343126681
53284,38766,-0.1828604899463428,-1.07243467936479
53284,38767,0.2090980639987956,0.2069490607013195
53284,38768,-0.9061077568971266,-3.420418879940623
53284,38769,-0.8315168339684417,-2.3843367911478675
53284,38770,-0.2899057377536739,-1.6232871457794444
53284,38771,-1.930297218311132,-6.795371870270488
53284,38772,-2.2897675318432773,-7.214963692075885
53284,38773,-1.3360136608696978,-1.561422059870862
53284,38774,0.2053632823450862,-0.5191639156939342
53284,38775,0.0597772748654376,-0.3273884456737523
53284,38776,0.0957617202050791,0.2152041250058159
53284,38777,-0.3081239703351463,-2.217665490968266
53284,38778,-2.321270987181183,-7.654454222944283
53284,38779,-0.1710554520364727,-0.6963219134305508
53284,38780,0.7303772246200929,-0.1826572160036387
53284,38781,0.4031138174792491,0.1553757837247198
53284,38782,0.0081279208902941,-0.5089942873734219
53284,38783,-0.0699095337050999,-2.464263038221362
53284,38784,-1.1170138199892796,-0.293737794658345
53284,38785,0.1859948422087799,-0.1470440894166206
53284,38786,-0.0564282338353527,-1.138025556610677
53284,38787,1.492811752812501,0.7388312734037833
53284,38788,0.999846243960546,0.6498760029741875
53284,38789,0.0549282495254694,-1.3936703679077982
53284,38790,-0.0411251520890368,-0.5284142273804204
53284,38791,-0.0094657873527683,0.0306826310324758
53284,38792,-2.140098969878079,-6.759991583080047
53284,38793,-0.4072346289324177,-2.7542132564616058
53284,38794,-0.5114452912197365,-0.708779886574654
53284,38795,-1.035113625955657,-0.6527570623235591
53284,38796,0.5298837187671842,-0.0421852210856286
53284,38797,-1.11653648257697,-1.423513937685542
53284,38798,-0.1561549916970504,-1.2609260631168937
53284,38799,0.6792261124016558,-0.0176602172126587
53284,38800,-0.5653348969283738,-0.2578526136687959
53284,38801,0.215716029197465,0.6766606744233383
53284,38802,-0.0061120420981396,-1.637438043574971
53284,38803,-1.070572117563273,-1.94182998644902
53284,38804,-2.7837703956546624,-7.484611502921723
53284,38805,0.0741634871580396,-0.604240068405415
53284,38806,0.1260297390829263,0.360960880566839
53284,38807,-0.2914469239934481,-3.315968897322049
53284,38808,-1.037034277746972,-0.6254052583545331
53284,38809,0.2038138193421112,0.6317837004478298
53284,38810,-0.1629632310352315,-1.0213304380619577
53284,38811,-0.7517668975419917,-0.0336005253499201
53284,38812,-0.0206601972575987,-0.1935310526670524
53284,38813,0.0271131290548043,0.0549384149523596
53284,38814,0.0671535916448627,-0.0632720187448185
53284,38815,-0.9764022155799998,-1.8616277056992567
53284,38816,-0.4200928051349677,-2.6825916555371445
53284,38817,0.2263439309547324,0.9553691184175775
53284,38818,-0.0810559493321408,-0.6344370077309364
53284,38819,0.2350711316456844,-1.2700386185769097
53284,38820,0.0074928746319447,-0.0937618352268339
53284,38821,0.675719659955975,-0.906752538741358
53284,38822,-0.0221229191681851,-0.1316757433812626
53284,38823,-0.500517422696153,-0.3210347128316279
53284,38824,-0.0181259588846696,0.3377608992137269
53284,38825,0.3335715990032969,-0.0003793486004169
53284,38826,-0.0166152988345064,-1.1873939616501092
53284,38827,-4.683729590802797,-7.797005915438437
53284,38828,-4.97609500545843,-7.672407052781229
53284,38829,-4.850074150653299,-7.485257097121697
53284,38830,-0.6150776242782463,-1.2900869285701502
53284,38831,0.2306802462245188,-0.2057585260291115
53284,38832,-0.0359083353856648,-0.5142130444939694
53284,38833,-0.1555711495022721,-3.813363902627956
53284,38834,0.1041736498772059,-2.233525993398356
53284,38835,-1.0099287064684148,-1.6116187550229433
53284,38836,-0.1910110488837041,-1.1617915798025886
53284,38837,-0.2505485681033148,-0.9000264845463999
53284,38838,-0.0272985116636336,-1.8382702607321029
53284,38839,0.4077388575143443,0.3920432937359359
53284,38840,-0.1345451054925431,-1.842380076325445
53284,38841,-0.0504737700151972,-1.8521684095070532
53284,38842,1.290434525860234,0.8588888401413598
